state,seat,year,lineage
Terengganu,N.12 Bukit Tunggal,2003,N.12 Bukit Tunggal
Terengganu,N.12 Bukit Tunggal,1994,N.12 Bukit Tunggal
Terengganu,N.12 Bukit Tunggal,1984,N.12 Bukit Tunggal
Terengganu,N.12 Bukit Tunggal,1974,N.14 Bukit Tunggal
Terengganu,N.12 Bukit Tunggal,1959,N.08 Jeram
Terengganu,N.13 Wakaf Mempelam,2003,N.13 Wakaf Mempelam
Terengganu,N.13 Wakaf Mempelam,1994,N.13 Wakaf Mempelam
Terengganu,N.13 Wakaf Mempelam,1984,N.16 Wakaf Mempelam
Terengganu,N.13 Wakaf Mempelam,1974,N.15 Manir
Terengganu,N.13 Wakaf Mempelam,1959,N.09 Langkap
Terengganu,N.14 Bandar,2003,N.14 Bandar
Terengganu,N.14 Bandar,1994,N.14 Bandar
Terengganu,N.14 Bandar,1984,N.13 Bandar
Terengganu,N.14 Bandar,1974,N.17 Bandar
Terengganu,N.14 Bandar,1959,N.10 Bandar
Terengganu,N.15 Ladang,2003,N.15 Ladang
Terengganu,N.15 Ladang,1994,N.15 Ladang
Terengganu,N.15 Ladang,1984,N.14 Ladang
Terengganu,N.15 Ladang,1974,N.18 Ladang
Terengganu,N.15 Ladang,1959,N.12 Bukit Besar
Terengganu,N.16 Batu Buruk,2003,N.16 Batu Buruk
Terengganu,N.16 Batu Buruk,1994,N.16 Batu Buruk
Terengganu,N.16 Batu Buruk,1984,N.15 Batu Buruk
Terengganu,N.16 Batu Buruk,1974,N.20 Batu Burok
Terengganu,N.16 Batu Buruk,1959,N.13 Batu Burok
Terengganu,N.17 Alur Limbat,2003,N.17 Alur Limbat
Terengganu,N.17 Alur Limbat,1994,N.17 Alur Limbat
Terengganu,N.17 Alur Limbat,1984,N.17 Serada
Terengganu,N.17 Alur Limbat,1974,N.16 Bukit Payong
Terengganu,N.17 Alur Limbat,1959,N.22 Binjai
Terengganu,N.18 Bukit Payung,2003,N.18 Bukit Payung
Terengganu,N.18 Bukit Payung,1994,N.18 Bukit Payung
Terengganu,N.18 Bukit Payung,1984,N.18 Bukit Payung
Terengganu,N.18 Bukit Payung,1974,N.16 Bukit Payong
Terengganu,N.18 Bukit Payung,1959,N.22 Binjai
Terengganu,N.19 Ru Rendang,2003,N.19 Ru Rendang
Terengganu,N.19 Ru Rendang,1994,N.19 Ru Rendang
Terengganu,N.19 Ru Rendang,1984,N.19 Ru Rendang
Terengganu,N.19 Ru Rendang,1974,N.21 Marang
Terengganu,N.19 Ru Rendang,1959,N.14 Marang
Terengganu,N.20 Pengkalan Berangan,2003,N.20 Pengkalan Berangan
Terengganu,N.20 Pengkalan Berangan,1994,N.20 Pengkalan Berangan
Terengganu,N.20 Pengkalan Berangan,1984,N.25 Mercang
Terengganu,N.20 Pengkalan Berangan,1974,N.22 Merchang
Terengganu,N.20 Pengkalan Berangan,1959,N.14 Marang
Terengganu,N.21 Telemung,2003,N.21 Telemung
Terengganu,N.21 Telemung,1994,N.21 Telemung
Terengganu,N.21 Telemung,1984,N.21 Telemung
Terengganu,N.21 Telemung,1974,N.09 Telemong
Terengganu,N.21 Telemung,1959,N.24 Ulu Trengganu Barat
Terengganu,N.22 Manir,2003,N.22 Manir
Terengganu,N.22 Manir,1994,N.22 Manir
Terengganu,N.22 Manir,1984,N.22 Manir
Terengganu,N.22 Manir,1974,N.11 Tanggol
Terengganu,N.22 Manir,1959,N.23 Ulu Trengganu Timor
Terengganu,N.23 Kuala Berang,2003,N.23 Kuala Berang
Terengganu,N.23 Kuala Berang,1994,N.23 Kuala Berang
Terengganu,N.23 Kuala Berang,1984,N.23 Kuala Berang
Terengganu,N.23 Kuala Berang,1974,N.12 Kuala Brang
Terengganu,N.23 Kuala Berang,1959,N.24 Ulu Trengganu Barat
Terengganu,N.24 Ajil,2003,N.24 Ajil
Terengganu,N.24 Ajil,1994,N.24 Ajil
Terengganu,N.24 Ajil,1984,N.23 Kuala Berang
Terengganu,N.24 Ajil,1974,N.12 Kuala Brang
Terengganu,N.24 Ajil,1959,N.24 Ulu Trengganu Barat
Terengganu,N.25 Bukit Besi,2003,N.25 Bukit Besi
Terengganu,N.25 Bukit Besi,1994,N.25 Bukit Besi
Terengganu,N.25 Bukit Besi,1984,N.26 Jerangau
Terengganu,N.25 Bukit Besi,1974,N.25 Paka
Terengganu,N.25 Bukit Besi,1959,N.17 Paka Kerteh
Terengganu,N.26 Rantau Abang,2003,N.26 Rantau Abang
Terengganu,N.26 Rantau Abang,1994,N.26 Rantau Abang
Terengganu,N.26 Rantau Abang,1984,N.26 Jerangau
Terengganu,N.26 Rantau Abang,1974,N.25 Paka
Terengganu,N.26 Rantau Abang,1959,N.17 Paka Kerteh
Terengganu,N.27 Sura,2003,N.27 Sura
Terengganu,N.27 Sura,1994,N.27 Sura
Terengganu,N.27 Sura,1984,N.27 Sura
Terengganu,N.27 Sura,1974,N.23 Sura
Terengganu,N.27 Sura,1959,N.16 Ulu Dungun
Terengganu,N.28 Paka,2003,N.28 Paka
Terengganu,N.28 Paka,1994,N.28 Paka
Terengganu,N.28 Paka,1984,N.28 Paka
Terengganu,N.28 Paka,1974,N.25 Paka
Terengganu,N.28 Paka,1959,N.17 Paka Kerteh
Terengganu,N.29 Kemasik,2003,N.29 Kemasik
Terengganu,N.29 Kemasik,1994,N.29 Kemasik
Terengganu,N.29 Kemasik,1984,N.29 Kemasik
Terengganu,N.29 Kemasik,1974,N.26 Kemasek
Terengganu,N.29 Kemasik,1959,N.18 Kemaman Utara
Terengganu,N.30 Kijal,2003,N.30 Kijal
Terengganu,N.30 Kijal,1994,N.30 Kijal
Terengganu,N.30 Kijal,1984,N.30 Kijal
Terengganu,N.30 Kijal,1974,N.26 Kemasek
Terengganu,N.30 Kijal,1959,N.18 Kemaman Utara
Terengganu,N.31 Cukai,2003,N.31 Cukai
Terengganu,N.31 Cukai,1994,N.31 Cukai
Terengganu,N.31 Cukai,1984,N.32 Bukit Bandi
Terengganu,N.31 Cukai,1974,N.27 Bukit Bandi
Terengganu,N.31 Cukai,1959,N.20 Kemaman Selatan
Terengganu,N.32 Air Putih,2003,N.32 Air Putih
Terengganu,N.32 Air Putih,1994,N.32 Air Putih
Terengganu,N.32 Air Putih,1984,N.32 Bukit Bandi
Terengganu,N.32 Air Putih,1974,N.27 Bukit Bandi
Terengganu,N.32 Air Putih,1959,N.20 Kemaman Selatan
Sabah,N.01 Banggi,2003,N.01 Banggi
Sabah,N.01 Banggi,1994,N.01 Banggi
Sabah,N.01 Banggi,1984,N.01 Banggi
Sabah,N.01 Banggi,1974,N.01 Banggi
Sabah,N.01 Banggi,1966,N.02 Bengkoka-Banggi
Sabah,N.02 Bengkoka,2003,N.01 Banggi
Sabah,N.02 Bengkoka,1994,N.01 Banggi
Sabah,N.02 Bengkoka,1984,N.01 Banggi
Sabah,N.02 Bengkoka,1974,N.01 Banggi
Sabah,N.02 Bengkoka,1966,N.02 Bengkoka-Banggi
Sabah,N.03 Pitas,2003,N.03 Pitas
Sabah,N.03 Pitas,1994,N.03 Bengkoka
Sabah,N.03 Pitas,1984,N.03 Bengkoka
Sabah,N.03 Pitas,1974,N.03 Bengkoka
Sabah,N.03 Pitas,1966,N.02 Bengkoka-Banggi
Sabah,N.04 Tanjong Kapor,2003,N.02 Tanjong Kapor
Sabah,N.04 Tanjong Kapor,1994,N.02 Kudat
Sabah,N.04 Tanjong Kapor,1984,N.02 Kudat
Sabah,N.04 Tanjong Kapor,1974,N.02 Kudat
Sabah,N.04 Tanjong Kapor,1966,N.01 Kudat
Sabah,N.05 Matunggong,2003,N.04 Matunggong
Sabah,N.05 Matunggong,1994,N.04 Matunggong
Sabah,N.05 Matunggong,1984,N.04 Matunggong
Sabah,N.05 Matunggong,1974,N.04 Matunggong
Sabah,N.05 Matunggong,1966,N.03 Langkon
Sabah,N.06 Bandau,2003,N.05 Tandek
Sabah,N.06 Bandau,1994,N.05 Tandek
Sabah,N.06 Bandau,1984,N.05 Tandek
Sabah,N.06 Bandau,1974,N.06 Tandek
Sabah,N.06 Bandau,1966,N.04 Tandek
Sabah,N.07 Tandek,2003,N.05 Tandek
Sabah,N.07 Tandek,1994,N.05 Tandek
Sabah,N.07 Tandek,1984,N.05 Tandek
Sabah,N.07 Tandek,1974,N.06 Tandek
Sabah,N.07 Tandek,1966,N.04 Tandek
Sabah,N.08 Pintasan,2003,N.06 Tempasuk
Sabah,N.08 Pintasan,1994,N.06 Tempasuk
Sabah,N.08 Pintasan,1984,N.07 Tempasuk
Sabah,N.08 Pintasan,1974,N.08 Tempasuk
Sabah,N.08 Pintasan,1966,N.06 Sorob
Sabah,N.09 Tempasuk,2003,N.06 Tempasuk
Sabah,N.09 Tempasuk,1994,N.06 Tempasuk
Sabah,N.09 Tempasuk,1984,N.07 Tempasuk
Sabah,N.09 Tempasuk,1974,N.08 Tempasuk
Sabah,N.09 Tempasuk,1966,N.06 Sorob
Sabah,N.10 Usukan,2003,N.08 Usukan
Sabah,N.10 Usukan,1994,N.08 Usukan
Sabah,N.10 Usukan,1984,N.08 Usukan
Sabah,N.10 Usukan,1974,N.07 Usukan
Sabah,N.10 Usukan,1966,N.05 Usukan
Sabah,N.11 Kadamaian,2003,N.07 Kadamaian
Sabah,N.11 Kadamaian,1994,N.07 Kadamaian
Sabah,N.11 Kadamaian,1984,N.09 Kadamaian
Sabah,N.11 Kadamaian,1974,N.09 Kebayau
Sabah,N.11 Kadamaian,1966,N.06 Sorob
Sabah,N.12 Sulaman,2003,N.10 Sulaman
Sabah,N.12 Sulaman,1994,N.10 Sulaman
Sabah,N.12 Sulaman,1984,N.11 Sulaman
Sabah,N.12 Sulaman,1974,N.13 Sulaman
Sabah,N.12 Sulaman,1966,N.07 Sulaman
Sabah,N.13 Pantai Dalit,2003,N.10 Sulaman
Sabah,N.13 Pantai Dalit,1994,N.10 Sulaman
Sabah,N.13 Pantai Dalit,1984,N.11 Sulaman
Sabah,N.13 Pantai Dalit,1974,N.13 Sulaman
Sabah,N.13 Pantai Dalit,1966,N.07 Sulaman
Sabah,N.14 Tamparuli,2003,N.09 Tamparuli
Sabah,N.14 Tamparuli,1994,N.09 Tamparuli
Sabah,N.14 Tamparuli,1984,N.10 Tamparuli
Sabah,N.14 Tamparuli,1974,N.14 Tamparuli
Sabah,N.14 Tamparuli,1966,N.08 Kiulu
Sabah,N.15 Kiulu,2003,N.11 Kiulu
Sabah,N.15 Kiulu,1994,N.11 Kiulu
Sabah,N.15 Kiulu,1984,N.12 Kiulu
Sabah,N.15 Kiulu,1974,N.15 Kiulu
Sabah,N.15 Kiulu,1966,N.08 Kiulu
Sabah,N.16 Karambunai,2003,N.12 Karambunai
Sabah,N.16 Karambunai,1994,N.13 Likas
Sabah,N.16 Karambunai,1984,N.27 Inanam
Sabah,N.16 Karambunai,1974,N.22 Inanam
Sabah,N.16 Karambunai,1966,N.11 Moyog
Sabah,N.17 Darau,2003,N.12 Karambunai
Sabah,N.17 Darau,1994,N.13 Likas
Sabah,N.17 Darau,1984,N.27 Inanam
Sabah,N.17 Darau,1974,N.22 Inanam
Sabah,N.17 Darau,1966,N.11 Moyog
Sabah,N.18 Inanam,2003,N.13 Inanam
Sabah,N.18 Inanam,1994,N.12 Inanam
Sabah,N.18 Inanam,1984,N.27 Inanam
Sabah,N.18 Inanam,1974,N.22 Inanam
Sabah,N.18 Inanam,1966,N.11 Moyog
Sabah,N.19 Likas,2003,N.14 Likas
Sabah,N.19 Likas,1994,N.13 Likas
Sabah,N.19 Likas,1984,N.27 Inanam
Sabah,N.19 Likas,1974,N.22 Inanam
Sabah,N.19 Likas,1966,N.11 Moyog
Sabah,N.20 Api-Api,2003,N.15 Api-Api
Sabah,N.20 Api-Api,1994,N.14 Api-Api
Sabah,N.20 Api-Api,1984,N.29 Api-Api
Sabah,N.20 Api-Api,1974,N.19 Likas
Sabah,N.20 Api-Api,1966,N.09 Jesselton Bandar
Sabah,N.21 Luyang,2003,N.16 Luyang
Sabah,N.21 Luyang,1994,N.14 Api-Api
Sabah,N.21 Luyang,1984,N.29 Api-Api
Sabah,N.21 Luyang,1974,N.19 Likas
Sabah,N.21 Luyang,1966,N.09 Jesselton Bandar
Sabah,N.22 Tanjung Aru,2003,N.17 Tanjong Aru
Sabah,N.22 Tanjung Aru,1994,N.13 Likas
Sabah,N.22 Tanjung Aru,1984,N.27 Inanam
Sabah,N.22 Tanjung Aru,1974,N.22 Inanam
Sabah,N.22 Tanjung Aru,1966,N.11 Moyog
Sabah,N.23 Petagas,2003,N.18 Petagas
Sabah,N.23 Petagas,1994,N.17 Petagas
Sabah,N.23 Petagas,1984,N.26 Moyog
Sabah,N.23 Petagas,1974,N.23 Moyog
Sabah,N.23 Petagas,1966,N.11 Moyog
Sabah,N.24 Tanjung Keramat,2003,N.18 Petagas
Sabah,N.24 Tanjung Keramat,1994,N.17 Petagas
Sabah,N.24 Tanjung Keramat,1984,N.26 Moyog
Sabah,N.24 Tanjung Keramat,1974,N.23 Moyog
Sabah,N.24 Tanjung Keramat,1966,N.11 Moyog
Sabah,N.25 Kapayan,2003,N.19 Kapayan
Sabah,N.25 Kapayan,1994,N.15 Sembulan
Sabah,N.25 Kapayan,1984,N.31 Petagas
Sabah,N.25 Kapayan,1974,N.21 Tanjong Aru
Sabah,N.25 Kapayan,1966,N.10 Tanjong Aru
Sabah,N.26 Moyog,2003,N.20 Moyog
Sabah,N.26 Moyog,1994,N.16 Moyog
Sabah,N.26 Moyog,1984,N.26 Moyog
Sabah,N.26 Moyog,1974,N.23 Moyog
Sabah,N.26 Moyog,1966,N.11 Moyog
Sabah,N.27 Limbahau,2003,N.21 Kawang
Sabah,N.27 Limbahau,1994,N.18 Kawang
Sabah,N.27 Limbahau,1984,N.32 Kawang
Sabah,N.27 Limbahau,1974,N.24 Kawang
Sabah,N.27 Limbahau,1966,N.12 Papar
Sabah,N.28 Kawang,2003,N.21 Kawang
Sabah,N.28 Kawang,1994,N.18 Kawang
Sabah,N.28 Kawang,1984,N.32 Kawang
Sabah,N.28 Kawang,1974,N.24 Kawang
Sabah,N.28 Kawang,1966,N.12 Papar
Sabah,N.29 Pantai Manis,2003,N.22 Pantai Manis
Sabah,N.29 Pantai Manis,1994,N.19 Pantai Manis
Sabah,N.29 Pantai Manis,1984,N.32 Kawang
Sabah,N.29 Pantai Manis,1974,N.24 Kawang
Sabah,N.29 Pantai Manis,1966,N.12 Papar
Sabah,N.30 Bongawan,2003,N.23 Bongawan
Sabah,N.30 Bongawan,1994,N.20 Bongawan
Sabah,N.30 Bongawan,1984,N.34 Bongawan
Sabah,N.30 Bongawan,1974,N.32 Bongawan
Sabah,N.30 Bongawan,1966,N.13 Bongawan
Sabah,N.31 Membakut,2003,N.24 Membakut
Sabah,N.31 Membakut,1994,N.22 Klias
Sabah,N.31 Membakut,1984,N.36 Klias
Sabah,N.31 Membakut,1974,N.35 Klias
Sabah,N.31 Membakut,1966,N.14 Kuala Penyu
Sabah,N.32 Klias,2003,N.25 Klias
Sabah,N.32 Klias,1994,N.22 Klias
Sabah,N.32 Klias,1984,N.36 Klias
Sabah,N.32 Klias,1974,N.35 Klias
Sabah,N.32 Klias,1966,N.14 Kuala Penyu
Sabah,N.33 Kuala Penyu,2003,N.26 Kuala Penyu
Sabah,N.33 Kuala Penyu,1994,N.21 Kuala Penyu
Sabah,N.33 Kuala Penyu,1984,N.35 Kuala Penyu
Sabah,N.33 Kuala Penyu,1974,N.33 Kuala Penyu
Sabah,N.33 Kuala Penyu,1966,N.14 Kuala Penyu
Sabah,N.34 Lumadan,2003,N.27 Lumadan
Sabah,N.34 Lumadan,1994,N.23 Lumadan
Sabah,N.34 Lumadan,1984,N.37 Lumadan
Sabah,N.34 Lumadan,1974,N.36 Lumadan
Sabah,N.34 Lumadan,1966,N.16 Beaufort
Sabah,N.35 Sindumin,2003,N.28 Sindumin
Sabah,N.35 Sindumin,1994,N.24 Sindumin
Sabah,N.35 Sindumin,1984,N.38 Sipitang
Sabah,N.35 Sindumin,1974,N.44 Sipitang
Sabah,N.35 Sindumin,1966,N.18 Sipitang-Ulu Padas
Sabah,N.36 Kundasang,2003,N.29 Kundasang
Sabah,N.36 Kundasang,1994,N.25 Kundasang
Sabah,N.36 Kundasang,1984,N.13 Kundasang
Sabah,N.36 Kundasang,1974,N.16 Kundasang
Sabah,N.36 Kundasang,1966,N.21 Ranau
Sabah,N.37 Karanaan,2003,N.30 Karanaan
Sabah,N.37 Karanaan,1994,N.26 Ranau
Sabah,N.37 Karanaan,1984,N.14 Ranau
Sabah,N.37 Karanaan,1974,N.17 Ranau
Sabah,N.37 Karanaan,1966,N.21 Ranau
Sabah,N.38 Paginatan,2003,N.31 Paginatan
Sabah,N.38 Paginatan,1994,N.26 Ranau
Sabah,N.38 Paginatan,1984,N.14 Ranau
Sabah,N.38 Paginatan,1974,N.17 Ranau
Sabah,N.38 Paginatan,1966,N.21 Ranau
Sabah,N.39 Tambunan,2003,N.32 Tambunan
Sabah,N.39 Tambunan,1994,N.27 Tambunan
Sabah,N.39 Tambunan,1984,N.24 Tambunan
Sabah,N.39 Tambunan,1974,N.18 Tambunan
Sabah,N.39 Tambunan,1966,N.22 Tambunan
Sabah,N.40 Bingkor,2003,N.33 Bingkor
Sabah,N.40 Bingkor,1994,N.28 Bingkor
Sabah,N.40 Bingkor,1984,N.41 Sook
Sabah,N.40 Bingkor,1974,N.38 Sook
Sabah,N.40 Bingkor,1966,N.20 Pensiangan-Sook
Sabah,N.41 Liawan,2003,N.34 Liawan
Sabah,N.41 Liawan,1994,N.30 Melalap
Sabah,N.41 Liawan,1984,N.39 Tenom
Sabah,N.41 Liawan,1974,N.43 Tenom
Sabah,N.41 Liawan,1966,N.17 Tenom
Sabah,N.42 Melalap,2003,N.35 Melalap
Sabah,N.42 Melalap,1994,N.30 Melalap
Sabah,N.42 Melalap,1984,N.39 Tenom
Sabah,N.42 Melalap,1974,N.43 Tenom
Sabah,N.42 Melalap,1966,N.17 Tenom
Sabah,N.43 Kemabong,2003,N.36 Kemabong
Sabah,N.43 Kemabong,1994,N.31 Kemabong
Sabah,N.43 Kemabong,1984,N.40 Kemabong
Sabah,N.43 Kemabong,1974,N.45 Kemabong
Sabah,N.43 Kemabong,1966,N.18 Sipitang-Ulu Padas
Sabah,N.44 Tulid,2003,N.37 Sook
Sabah,N.44 Tulid,1994,N.29 Pensiangan
Sabah,N.44 Tulid,1984,N.42 Nabawan
Sabah,N.44 Tulid,1974,N.39 Pensiangan
Sabah,N.44 Tulid,1966,N.20 Pensiangan-Sook
Sabah,N.45 Sook,2003,N.37 Sook
Sabah,N.45 Sook,1994,N.29 Pensiangan
Sabah,N.45 Sook,1984,N.42 Nabawan
Sabah,N.45 Sook,1974,N.39 Pensiangan
Sabah,N.45 Sook,1966,N.20 Pensiangan-Sook
Sabah,N.46 Nabawan,2003,N.38 Nabawan
Sabah,N.46 Nabawan,1994,N.29 Pensiangan
Sabah,N.46 Nabawan,1984,N.42 Nabawan
Sabah,N.46 Nabawan,1974,N.39 Pensiangan
Sabah,N.46 Nabawan,1966,N.20 Pensiangan-Sook
Sabah,N.47 Telupid,2003,N.40 Labuk
Sabah,N.47 Telupid,1994,N.33 Labuk
Sabah,N.47 Telupid,1984,N.16 Labuk
Sabah,N.47 Telupid,1974,N.12 Labuk
Sabah,N.47 Telupid,1966,N.26 Labuk
Sabah,N.48 Sugut,2003,N.39 Sugut
Sabah,N.48 Sugut,1994,N.32 Sugut
Sabah,N.48 Sugut,1984,N.15 Sugut
Sabah,N.48 Sugut,1974,N.10 Sugut
Sabah,N.48 Sugut,1966,N.25 Sugut
Sabah,N.49 Labuk,2003,N.40 Labuk
Sabah,N.49 Labuk,1994,N.33 Labuk
Sabah,N.49 Labuk,1984,N.16 Labuk
Sabah,N.49 Labuk,1974,N.12 Labuk
Sabah,N.49 Labuk,1966,N.26 Labuk
Sabah,N.50 Gum-Gum,2003,N.41 Gum-Gum
Sabah,N.50 Gum-Gum,1994,N.33 Labuk
Sabah,N.50 Gum-Gum,1984,N.16 Labuk
Sabah,N.50 Gum-Gum,1974,N.12 Labuk
Sabah,N.50 Gum-Gum,1966,N.26 Labuk
Sabah,N.51 Sungai Manila,2003,N.41 Gum-Gum
Sabah,N.51 Sungai Manila,1994,N.33 Labuk
Sabah,N.51 Sungai Manila,1984,N.16 Labuk
Sabah,N.51 Sungai Manila,1974,N.12 Labuk
Sabah,N.51 Sungai Manila,1966,N.26 Labuk
Sabah,N.52 Sungai Sibuga,2003,N.42 Sungai Sibuga
Sabah,N.52 Sungai Sibuga,1994,N.34 Sungai Sibuga
Sabah,N.52 Sungai Sibuga,1984,N.17 Sungai Sibuga
Sabah,N.52 Sungai Sibuga,1974,N.11 Semawang
Sabah,N.52 Sungai Sibuga,1966,N.26 Labuk
Sabah,N.53 Sekong,2003,N.43 Sekong
Sabah,N.53 Sekong,1994,N.39 Sukau
Sabah,N.53 Sekong,1984,N.22 Sukau
Sabah,N.53 Sekong,1974,N.29 Kuala Kinabatangan
Sabah,N.53 Sekong,1966,N.28 Lamag
Sabah,N.54 Karamunting,2003,N.45 Elopura
Sabah,N.54 Karamunting,1994,N.36 Elopura
Sabah,N.54 Karamunting,1984,N.18 Elopura
Sabah,N.54 Karamunting,1974,N.25 Elopura
Sabah,N.54 Karamunting,1966,N.26 Labuk
Sabah,N.55 Elopura,2003,N.45 Elopura
Sabah,N.55 Elopura,1994,N.36 Elopura
Sabah,N.55 Elopura,1984,N.18 Elopura
Sabah,N.55 Elopura,1974,N.25 Elopura
Sabah,N.55 Elopura,1966,N.26 Labuk
Sabah,N.56 Tanjong Papat,2003,N.46 Tanjong Papat
Sabah,N.56 Tanjong Papat,1994,N.37 Tanjong Papat
Sabah,N.56 Tanjong Papat,1984,N.19 Tanjong Papat
Sabah,N.56 Tanjong Papat,1974,N.26 Bandar Sandakan
Sabah,N.56 Tanjong Papat,1966,N.23 Sandakan Bandar
Sabah,N.57 Kuamut,2003,N.47 Kuamut
Sabah,N.57 Kuamut,1994,N.40 Kuamut
Sabah,N.57 Kuamut,1984,N.23 Kuamut
Sabah,N.57 Kuamut,1974,N.30 Kuamut
Sabah,N.57 Kuamut,1966,N.28 Lamag
Sabah,N.58 Lamag,2003,N.47 Kuamut
Sabah,N.58 Lamag,1994,N.40 Kuamut
Sabah,N.58 Lamag,1984,N.23 Kuamut
Sabah,N.58 Lamag,1974,N.30 Kuamut
Sabah,N.58 Lamag,1966,N.28 Lamag
Sabah,N.59 Sukau,2003,N.48 Sukau
Sabah,N.59 Sukau,1994,N.39 Sukau
Sabah,N.59 Sukau,1984,N.22 Sukau
Sabah,N.59 Sukau,1974,N.29 Kuala Kinabatangan
Sabah,N.59 Sukau,1966,N.28 Lamag
Sabah,N.60 Tungku,2003,N.49 Tungku
Sabah,N.60 Tungku,1994,N.42 Lahad Datu
Sabah,N.60 Tungku,1984,N.45 Lahad Datu
Sabah,N.60 Tungku,1974,N.40 Lahad Datu
Sabah,N.60 Tungku,1966,N.29 Lahad Datu
Sabah,N.61 Segama,2003,N.49 Tungku
Sabah,N.61 Segama,1994,N.42 Lahad Datu
Sabah,N.61 Segama,1984,N.45 Lahad Datu
Sabah,N.61 Segama,1974,N.40 Lahad Datu
Sabah,N.61 Segama,1966,N.29 Lahad Datu
Sabah,N.62 Silam,2003,N.50 Lahad Datu
Sabah,N.62 Silam,1994,N.42 Lahad Datu
Sabah,N.62 Silam,1984,N.45 Lahad Datu
Sabah,N.62 Silam,1974,N.40 Lahad Datu
Sabah,N.62 Silam,1966,N.29 Lahad Datu
Sabah,N.63 Kunak,2003,N.51 Kunak
Sabah,N.63 Kunak,1994,N.41 Kunak
Sabah,N.63 Kunak,1984,N.46 Kunak
Sabah,N.63 Kunak,1974,N.41 Kunak
Sabah,N.63 Kunak,1966,N.30 Semporna
Sabah,N.64 Sulabayan,2003,N.52 Sulabayan
Sabah,N.64 Sulabayan,1994,N.43 Sulabayan
Sabah,N.64 Sulabayan,1984,N.46 Kunak
Sabah,N.64 Sulabayan,1974,N.41 Kunak
Sabah,N.64 Sulabayan,1966,N.30 Semporna
Sabah,N.65 Senallang,2003,N.53 Senallang
Sabah,N.65 Senallang,1994,N.44 Senallang
Sabah,N.65 Senallang,1984,N.48 Sulabayan
Sabah,N.65 Senallang,1974,N.41 Kunak
Sabah,N.65 Senallang,1966,N.30 Semporna
Sabah,N.66 Bugaya,2003,N.54 Bugaya
Sabah,N.66 Bugaya,1994,N.41 Kunak
Sabah,N.66 Bugaya,1984,N.46 Kunak
Sabah,N.66 Bugaya,1974,N.41 Kunak
Sabah,N.66 Bugaya,1966,N.30 Semporna
Sabah,N.67 Balung,2003,N.55 Balung
Sabah,N.67 Balung,1994,N.45 Balung
Sabah,N.67 Balung,1984,N.47 Balung
Sabah,N.67 Balung,1974,N.47 Balung
Sabah,N.67 Balung,1966,N.32 Balung
Sabah,N.68 Apas,2003,N.56 Apas
Sabah,N.68 Apas,1994,N.45 Balung
Sabah,N.68 Apas,1984,N.47 Balung
Sabah,N.68 Apas,1974,N.47 Balung
Sabah,N.68 Apas,1966,N.32 Balung
Sabah,N.69 Sri Tanjong,2003,N.57 Sri Tanjong
Sabah,N.69 Sri Tanjong,1994,N.48 Sri Tanjong
Sabah,N.69 Sri Tanjong,1984,N.44 Sri Tanjung
Sabah,N.69 Sri Tanjong,1974,N.48 Bandar Tawau
Sabah,N.69 Sri Tanjong,1966,N.31 Merotai
Sabah,N.70 Kukusan,2003,N.58 Merotai
Sabah,N.70 Kukusan,1994,N.46 Merotai
Sabah,N.70 Kukusan,1984,N.43 Merotai
Sabah,N.70 Kukusan,1974,N.46 Merotai
Sabah,N.70 Kukusan,1966,N.31 Merotai
Sabah,N.71 Tanjung Batu,2003,N.58 Merotai
Sabah,N.71 Tanjung Batu,1994,N.46 Merotai
Sabah,N.71 Tanjung Batu,1984,N.43 Merotai
Sabah,N.71 Tanjung Batu,1974,N.46 Merotai
Sabah,N.71 Tanjung Batu,1966,N.31 Merotai
Sabah,N.72 Merotai,2003,N.58 Merotai
Sabah,N.72 Merotai,1994,N.46 Merotai
Sabah,N.72 Merotai,1984,N.43 Merotai
Sabah,N.72 Merotai,1974,N.46 Merotai
Sabah,N.72 Merotai,1966,N.31 Merotai
Sabah,N.73 Sebatik,2003,N.59 Tanjong Batu
Sabah,N.73 Sebatik,1994,N.47 Kalabakan
Sabah,N.73 Sebatik,1984,N.43 Merotai
Sabah,N.73 Sebatik,1974,N.46 Merotai
Sabah,N.73 Sebatik,1966,N.31 Merotai
Sarawak,N.01 Opar,2005,N.01 Opar
Sarawak,N.01 Opar,1996,N.02 Tasik Biru
Sarawak,N.01 Opar,1987,N.01 Tanjong Datu
Sarawak,N.01 Opar,1977,N.01 Lundu
Sarawak,N.01 Opar,1968,N.01 Lundu
Sarawak,N.02 Tasik Biru,2005,N.02 Tasik Biru
Sarawak,N.02 Tasik Biru,1996,N.02 Tasik Biru
Sarawak,N.02 Tasik Biru,1987,N.01 Tanjong Datu
Sarawak,N.02 Tasik Biru,1977,N.01 Lundu
Sarawak,N.02 Tasik Biru,1968,N.01 Lundu
Sarawak,N.03 Tanjong Datu,2005,N.03 Tanjong Datu
Sarawak,N.03 Tanjong Datu,1996,N.01 Tanjong Datu
Sarawak,N.03 Tanjong Datu,1987,N.01 Tanjong Datu
Sarawak,N.03 Tanjong Datu,1977,N.01 Lundu
Sarawak,N.03 Tanjong Datu,1968,N.01 Lundu
Sarawak,N.04 Pantai Damai,2005,N.04 Pantai Damai
Sarawak,N.04 Pantai Damai,1996,N.03 Pantai Damai
Sarawak,N.04 Pantai Damai,1987,N.03 Pantai Damai
