date,election,state,seat,area_name,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
2018-05-09,SE-13,Sabah,N.27 Lumadan,Lumadan,1,Matbali Musah,20185,BN,25,6836,56.64567451110375,won
2018-05-09,SE-13,Sabah,N.27 Lumadan,Lumadan,2,Asmat Bin Japar,20186,PHRS,78,1331,11.029168047729533,lost_deposit
2018-05-09,SE-13,Sabah,N.27 Lumadan,Lumadan,3,Md Samlih Bin Juaisin,20187,WARISAN,74,3901,32.32515744116672,lost
2018-05-09,SE-13,Sabah,N.28 Sindumin,Sindumin,1,Datuk Dr Yusof,20188,WARISAN,74,6648,51.90100710437974,won
2018-05-09,SE-13,Sabah,N.28 Sindumin,Sindumin,2,Datuk Haji Sapawi Bin Amat Wasali @ Ahmad,20189,BN,25,5888,45.9676789757202,lost
2018-05-09,SE-13,Sabah,N.28 Sindumin,Sindumin,3,Patrick Sadom,20190,PHRS,78,273,2.1313139199000704,lost_deposit
2018-05-09,SE-13,Sabah,N.29 Kundasang,Kundasang,1,Jinus Bin Sodiong,20191,PKS,28,166,1.552707885137031,lost_deposit
2018-05-09,SE-13,Sabah,N.29 Kundasang,Kundasang,2,Japiril Suhaimin,3219,SOLIDARITI,80,2105,19.689458422972596,lost
2018-05-09,SE-13,Sabah,N.29 Kundasang,Kundasang,3,Siriman @ Mohd Fazid Bin Basir,20193,WARISAN,74,3716,34.75820783836872,lost
2018-05-09,SE-13,Sabah,N.29 Kundasang,Kundasang,4,Datuk Henrynus Amin,20194,ANAKNEGERI,83,733,6.856234215695444,lost_deposit
2018-05-09,SE-13,Sabah,N.29 Kundasang,Kundasang,5,Dr. Joachim Gunsalam,17170,BN,25,3971,37.143391637826205,won
2018-05-09,SE-13,Sabah,N.30 Karanaan,Karanaan,1,Datuk Masidi Manjun,17173,BN,25,6849,63.97944885567492,won
2018-05-09,SE-13,Sabah,N.30 Karanaan,Karanaan,2,Juhaili Bin Sidek,20197,ANAKNEGERI,83,104,0.9715086408220457,lost_deposit
2018-05-09,SE-13,Sabah,N.30 Karanaan,Karanaan,3,Aman @ Adzman Bin Manaf,20198,PHRS,78,685,6.3988790284913595,lost_deposit
2018-05-09,SE-13,Sabah,N.30 Karanaan,Karanaan,4,Pehing @ Chong Peck Hing,20199,PKR,11,3067,28.650163475011674,lost
2018-05-09,SE-13,Sabah,N.31 Paginatan,Paginatan,1,Julian @ Paul Bin Sidin,20200,WARISAN,74,3600,31.02913290811929,lost
2018-05-09,SE-13,Sabah,N.31 Paginatan,Paginatan,2,Datuk Abidin Bin Madingkir,20201,BN,25,5666,48.83640751594553,won
2018-05-09,SE-13,Sabah,N.31 Paginatan,Paginatan,3,Satiol Bin Indong,18532,PCS,75,362,3.1201516979831063,lost_deposit
2018-05-09,SE-13,Sabah,N.31 Paginatan,Paginatan,4,Mat Jaili Samat,17177,PPRS,77,104,0.8963971729012239,lost_deposit
2018-05-09,SE-13,Sabah,N.31 Paginatan,Paginatan,5,Feddrin Tuliang,20204,SOLIDARITI,80,1870,16.117910705050853,lost
2018-05-09,SE-13,Sabah,N.32 Tambunan,Tambunan,1,Justin Bin Alip,20205,WARISAN,74,1427,10.878182649794175,lost_deposit
2018-05-09,SE-13,Sabah,N.32 Tambunan,Tambunan,2,Nestor Bin Joannes,15867,PCS,75,456,3.47613965543528,lost_deposit
2018-05-09,SE-13,Sabah,N.32 Tambunan,Tambunan,3,Datuk Dr. Jeffrey Kitingan,17184,SOLIDARITI,80,6136,46.77542308278701,won
2018-05-09,SE-13,Sabah,N.32 Tambunan,Tambunan,4,Joseph Pairin Kitingan,7897,BN,25,5099,38.87025461198353,lost
2018-05-09,SE-13,Sabah,N.33 Bingkor,Bingkor,1,Peter Jino Allion,20209,BN,25,4387,31.99154087362357,lost
2018-05-09,SE-13,Sabah,N.33 Bingkor,Bingkor,2,Datuk Justin Guka,20210,BEBAS,1,182,1.3272077590607452,lost_deposit
2018-05-09,SE-13,Sabah,N.33 Bingkor,Bingkor,3,Robert Tawik,20211,SOLIDARITI,80,4552,33.194778677167655,won
2018-05-09,SE-13,Sabah,N.33 Bingkor,Bingkor,4,Peter Saili,20212,DAP,18,4233,30.86851892364909,lost
2018-05-09,SE-13,Sabah,N.33 Bingkor,Bingkor,5,Thomas Anggan,10188,PKS,28,69,0.5031721723911616,lost_deposit
2018-05-09,SE-13,Sabah,N.33 Bingkor,Bingkor,6,Dr. Aisat Ellik Bin Igau @ Oswald Iggau,20214,ANAKNEGERI,83,290,2.114781594107781,lost_deposit
2018-05-09,SE-13,Sabah,N.34 Liawan,Liawan,1,Kong Fui Seng,18561,SOLIDARITI,80,1809,13.523211482395157,lost
2018-05-09,SE-13,Sabah,N.34 Liawan,Liawan,2,Hussein @ Jaimis Bin Kassim @ Madatin,20216,PCS,75,176,1.315691111609479,lost_deposit
2018-05-09,SE-13,Sabah,N.34 Liawan,Liawan,3,Sairin Karno,9052,BN,25,5005,37.41496598639456,lost
2018-05-09,SE-13,Sabah,N.34 Liawan,Liawan,4,Rasinin Bin Koutis @ Kautis,5102,WARISAN,74,6387,47.74613141960081,won
2018-05-09,SE-13,Sabah,N.35 Melalap,Melalap,1,Jimmy Jawatah,3910,SOLIDARITI,80,861,8.04522519155298,lost_deposit
2018-05-09,SE-13,Sabah,N.35 Melalap,Melalap,2,Radin Malleh,2217,BN,25,4717,44.07587366847318,lost
2018-05-09,SE-13,Sabah,N.35 Melalap,Melalap,3,Peter Anthony,20221,WARISAN,74,5010,46.81367968604,won
2018-05-09,SE-13,Sabah,N.35 Melalap,Melalap,4,Chinly Bin Moniu @ Mah Tsen Li,20222,PCS,75,69,0.6447393010652215,lost_deposit
2018-05-09,SE-13,Sabah,N.35 Melalap,Melalap,5,George Rejos,20223,PKS,28,45,0.42048215286862267,lost_deposit
2018-05-09,SE-13,Sabah,N.36 Kemabong,Kemabong,1,Yahia @ Yahya Bin Raimah,20224,PHRS,78,124,1.0720152156998357,lost_deposit
2018-05-09,SE-13,Sabah,N.36 Kemabong,Kemabong,2,Haris Bin Bolos,20225,WARISAN,74,5198,44.93818621941731,lost
2018-05-09,SE-13,Sabah,N.36 Kemabong,Kemabong,3,Tay Jin Kiong @ Alfred,18564,PCS,75,152,1.3140831676320568,lost_deposit
2018-05-09,SE-13,Sabah,N.36 Kemabong,Kemabong,4,Jamawi Bin Ja'Afar,5105,BN,25,6093,52.6757153972508,won
2018-05-09,SE-13,Sabah,N.37 Sook,Sook,1,Ellron Bin Angin,2533,BN,25,8042,53.20894534868334,won
2018-05-09,SE-13,Sabah,N.37 Sook,Sook,2,Baritus Gungkit @ Evaristus,20229,SOLIDARITI,80,3402,22.508932115919013,lost
2018-05-09,SE-13,Sabah,N.37 Sook,Sook,3,Peter Beaty,20230,ANAKNEGERI,83,113,0.7476511843324071,lost_deposit
2018-05-09,SE-13,Sabah,N.37 Sook,Sook,4,Martin Tomy @ Tommy,3224,WARISAN,74,3557,23.534471351065235,lost
2018-05-09,SE-13,Sabah,N.38 Nabawan,Nabawan,1,Datuk Bobbey Suan,17200,BN,25,5474,59.51940850277264,won
2018-05-09,SE-13,Sabah,N.38 Nabawan,Nabawan,2,Ahuar Bin Rasam,13538,WARISAN,74,3402,36.99032293139067,lost
2018-05-09,SE-13,Sabah,N.38 Nabawan,Nabawan,3,Angin @ Nasruddin Bin Lambahan,20234,PCS,75,156,1.6962052843318471,lost_deposit
2018-05-09,SE-13,Sabah,N.38 Nabawan,Nabawan,4,Apandy @ Lukan Bin Angindi,20235,PHRS,78,165,1.7940632815048385,lost_deposit
2018-05-09,SE-13,Sabah,N.39 Sugut,Sugut,1,Datuk James Bin Ratib,18577,BN,25,4704,55.7742470950913,won
2018-05-09,SE-13,Sabah,N.39 Sugut,Sugut,2,Arshad Bin Abdul Mualaf,20237,PPRS,77,436,5.169551814085843,lost_deposit
2018-05-09,SE-13,Sabah,N.39 Sugut,Sugut,3,Aspah Bin Abdullah Sani,20238,WARISAN,74,3183,37.74009959686981,lost
2018-05-09,SE-13,Sabah,N.39 Sugut,Sugut,4,Ag Osman Bin Asibih,20239,PKS,28,111,1.316101493953047,lost_deposit
2018-05-09,SE-13,Sabah,N.40 Labuk,Labuk,1,Abdul Rahman Bin Datuk Hj Kongkawang,20240,BN,25,6665,53.641851106639834,won
2018-05-09,SE-13,Sabah,N.40 Labuk,Labuk,2,Albert T Enti,20241,PKS,28,141,1.1348088531187124,lost_deposit
2018-05-09,SE-13,Sabah,N.40 Labuk,Labuk,3,Rainus Awang,20242,SOLIDARITI,80,1171,9.424547283702212,lost_deposit
2018-05-09,SE-13,Sabah,N.40 Labuk,Labuk,4,James Bin Miki,3916,PCS,75,383,3.0824949698189137,lost_deposit
2018-05-09,SE-13,Sabah,N.40 Labuk,Labuk,5,Ramsah Bin Tasim @ Ramsah Bin Tashim,20244,WARISAN,74,4065,32.716297786720325,lost
2018-05-09,SE-13,Sabah,N.41 Gum-Gum,Gum-Gum,1,Arunarnsin Bin Taib,20245,WARISAN,74,4710,51.09568236059883,won
2018-05-09,SE-13,Sabah,N.41 Gum-Gum,Gum-Gum,2,Joilin @ Christine Binti Bugung,20246,PKS,28,81,0.8787155565198524,lost_deposit
2018-05-09,SE-13,Sabah,N.41 Gum-Gum,Gum-Gum,3,Jamaludin Bin Lamba,20247,PPRS,77,63,0.6834454328487741,lost_deposit
2018-05-09,SE-13,Sabah,N.41 Gum-Gum,Gum-Gum,4,Datuk Juslie Haji Ajirol,20248,BN,25,4112,44.60837491863745,lost
2018-05-09,SE-13,Sabah,N.41 Gum-Gum,Gum-Gum,5,Dahil Bin Masdik,20249,PHRS,78,252,2.7337817313950965,lost_deposit
2018-05-09,SE-13,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,1,Musa Haji Aman,20250,BN,25,14503,53.5897720134501,won
2018-05-09,SE-13,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,2,Osman Bin Enting,17214,PKS,28,241,0.8905147249011566,lost_deposit
2018-05-09,SE-13,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,3,Asmara Bin Abdul Rahman,5988,WARISAN,74,12319,45.51971326164875,lost
2018-05-09,SE-13,Sabah,N.43 Sekong,Sekong,1,Sahar Abdul Majid,20253,PAS,3,366,3.0709850646081556,lost_deposit
2018-05-09,SE-13,Sabah,N.43 Sekong,Sekong,2,Arifin Bin Asgali,20254,WARISAN,74,6740,56.55311293841249,won
2018-05-09,SE-13,Sabah,N.43 Sekong,Sekong,3,Samsudin Yahya,20255,BN,25,4705,39.47810035240813,lost
2018-05-09,SE-13,Sabah,N.43 Sekong,Sekong,4,Abdul Rashid Bin Abdul Rahman,6439,STAR,64,48,0.40275213962074174,lost_deposit
2018-05-09,SE-13,Sabah,N.43 Sekong,Sekong,5,Alias Rahmad Bin Benjamin,20257,PKS,28,16,0.13425071320691392,lost_deposit
2018-05-09,SE-13,Sabah,N.43 Sekong,Sekong,6,Datu Mohd Faisal Bin Datu Bachtiyal,20258,BEBAS,1,43,0.36079879174358115,lost_deposit
2018-05-09,SE-13,Sabah,N.44 Karamunting,Karamunting,1,Norsah Bongsu,4350,PAS,3,677,5.95112517580872,lost_deposit
2018-05-09,SE-13,Sabah,N.44 Karamunting,Karamunting,2,Besarun Bin Kecha,20260,STAR,64,61,0.5362165963431786,lost_deposit
2018-05-09,SE-13,Sabah,N.44 Karamunting,Karamunting,3,Hiew Vun Zin,18602,WARISAN,74,7243,63.669127988748244,won
2018-05-09,SE-13,Sabah,N.44 Karamunting,Karamunting,4,Lim Kai Min,20262,BN,25,3395,29.84353023909986,lost
2018-05-09,SE-13,Sabah,N.45 Elopura,Elopura,1,Chan Tzun Hei,20263,BN,25,5572,31.31920634028441,lost
2018-05-09,SE-13,Sabah,N.45 Elopura,Elopura,2,Calvin Chong Ket Kiun,20264,DAP,18,12219,68.68079365971559,won
2018-05-09,SE-13,Sabah,N.46 Tanjong Papat,Tanjong Papat,1,Raymond Tan Shu Kiah,17226,BN,25,4002,38.655462184873954,lost
2018-05-09,SE-13,Sabah,N.46 Tanjong Papat,Tanjong Papat,2,Poon Ming Fung @ Frankie,20266,DAP,18,5818,56.19627161209312,won
2018-05-09,SE-13,Sabah,N.46 Tanjong Papat,Tanjong Papat,3,Jufazli Shi Ahmad,20267,BEBAS,1,533,5.148266203032938,lost_deposit
2018-05-09,SE-13,Sabah,N.47 Kuamut,Kuamut,1,Datuk Masiung Banah,20268,BN,25,8042,59.00220102714601,won
2018-05-09,SE-13,Sabah,N.47 Kuamut,Kuamut,2,Edward Podok,18607,PCS,75,205,1.504035216434336,lost_deposit
2018-05-09,SE-13,Sabah,N.47 Kuamut,Kuamut,3,Norfaizah Chua,20270,WARISAN,74,3921,28.767424798239176,lost
2018-05-09,SE-13,Sabah,N.47 Kuamut,Kuamut,4,Jumaidin Lakalla,20271,PAS,3,330,2.421129860601614,lost_deposit
2018-05-09,SE-13,Sabah,N.47 Kuamut,Kuamut,5,James Aik,20272,SOLIDARITI,80,1132,8.305209097578869,lost_deposit
2018-05-09,SE-13,Sabah,N.48 Sukau,Sukau,1,Muariffidin Bin Abdul Malek,20273,PHRS,78,117,1.484771573604061,lost_deposit
2018-05-09,SE-13,Sabah,N.48 Sukau,Sukau,2,Mohd Ismail Bin Ayob,20274,WARISAN,74,3032,38.47715736040609,lost
2018-05-09,SE-13,Sabah,N.48 Sukau,Sukau,3,Datuk Saddi Haji Abdul Rahman,20275,BN,25,4660,59.13705583756346,won
2018-05-09,SE-13,Sabah,N.48 Sukau,Sukau,4,Abdulgani Bin Kosui,15893,PPRS,77,71,0.901015228426396,lost_deposit
2018-05-09,SE-13,Sabah,N.49 Tungku,Tungku,1,Bulangan Panasi,20277,PHRS,78,928,7.35399001505666,lost_deposit
2018-05-09,SE-13,Sabah,N.49 Tungku,Tungku,2,Abd Rahman Bin Taggoh,20278,PKS,28,102,0.8083049369997622,lost_deposit
2018-05-09,SE-13,Sabah,N.49 Tungku,Tungku,3,Mizma Binti Appehdullah,20279,BN,25,5294,41.952611141928834,lost
2018-05-09,SE-13,Sabah,N.49 Tungku,Tungku,4,Assaffal P. Alian,20280,WARISAN,74,6295,49.88509390601474,won
2018-05-09,SE-13,Sabah,N.50 Lahad Datu,Lahad Datu,1,Dato' Hj Mohammad Yusof Hj Apdal,18619,BN,25,8372,41.162299031417476,lost
2018-05-09,SE-13,Sabah,N.50 Lahad Datu,Lahad Datu,2,Wong Yu Chin,20282,PHRS,78,663,3.2597472835439305,lost_deposit
2018-05-09,SE-13,Sabah,N.50 Lahad Datu,Lahad Datu,3,Dumi Bin Pg. Masdal,3929,WARISAN,74,11304,55.577953685038594,won
2018-05-09,SE-13,Sabah,N.51 Kunak,Kunak,1,Nilwan Bin Kabang,13552,BN,25,4630,45.56638126168684,lost
2018-05-09,SE-13,Sabah,N.51 Kunak,Kunak,2,Norazlinah Binti Arif,20285,WARISAN,74,4898,48.20391693730932,won
2018-05-09,SE-13,Sabah,N.51 Kunak,Kunak,3,Sahing Bin Taking,15921,PHRS,78,141,1.3876586950103336,lost_deposit
2018-05-09,SE-13,Sabah,N.51 Kunak,Kunak,4,Kasman Bin Karate,18624,PAS,3,492,4.842043105993504,lost_deposit
2018-05-09,SE-13,Sabah,N.52 Sulabayan,Sulabayan,1,Jaujan Bin Sambakong,20288,WARISAN,74,7116,74.91314875250026,won
2018-05-09,SE-13,Sabah,N.52 Sulabayan,Sulabayan,2,Utung Bin Tanjong Baru,20289,PHRS,78,54,0.56848089272555,lost_deposit
2018-05-09,SE-13,Sabah,N.52 Sulabayan,Sulabayan,3,Datuk Haji Harman Bin Mohamad,20290,BN,25,2190,23.055058427202862,lost
2018-05-09,SE-13,Sabah,N.52 Sulabayan,Sulabayan,4,Abdul Nasir Bin Ab Raup,4356,PAS,3,139,1.4633119275713233,lost_deposit
2018-05-09,SE-13,Sabah,N.53 Senallang,Senallang,1,Mohd. Shafie Apdal,3585,WARISAN,74,7754,75.96747330263544,won
2018-05-09,SE-13,Sabah,N.53 Senallang,Senallang,2,Dato Sri Nasir Bin Tun Sakaran,20293,BN,25,2453,24.032526697364553,lost
2018-05-09,SE-13,Sabah,N.54 Bugaya,Bugaya,1,Said Tiblan,20294,PPRS,77,57,0.4143646408839779,lost_deposit
2018-05-09,SE-13,Sabah,N.54 Bugaya,Bugaya,2,Kulli Bin Maralam,20295,PKS,28,67,0.4870601919162547,lost_deposit
2018-05-09,SE-13,Sabah,N.54 Bugaya,Bugaya,3,Mahamod Bin Sarahil,20296,PAS,3,144,1.0468159348647863,lost_deposit
2018-05-09,SE-13,Sabah,N.54 Bugaya,Bugaya,4,Manis Buka Binti Mohd Darah,20297,WARISAN,74,10662,77.50799651061355,won
2018-05-09,SE-13,Sabah,N.54 Bugaya,Bugaya,5,Razak Sakaran Dandai,20298,BN,25,2811,20.434719395173015,lost
2018-05-09,SE-13,Sabah,N.54 Bugaya,Bugaya,6,Abd. Muksin Bin Mohammad Hassan,20299,BEBAS,1,15,0.10904332654841523,lost_deposit
2018-05-09,SE-13,Sabah,N.55 Balung,Balung,1,Razali Bin Hamzah,20300,PHRS,78,233,2.2447013487475918,lost_deposit
2018-05-09,SE-13,Sabah,N.55 Balung,Balung,2,Amboase Bin Ramano,20301,PAS,3,428,4.123314065510597,lost_deposit
2018-05-09,SE-13,Sabah,N.55 Balung,Balung,3,Datuk Osman Bin Jamal,20302,BN,25,4887,47.08092485549133,won
2018-05-09,SE-13,Sabah,N.55 Balung,Balung,4,Haji Alipa Jackery,20303,USNO,15,119,1.1464354527938343,lost_deposit
2018-05-09,SE-13,Sabah,N.55 Balung,Balung,5,Andi Rus Diana Bt Andi Paladjareng,20304,WARISAN,74,4713,45.40462427745665,lost
2018-05-09,SE-13,Sabah,N.56 Apas,Apas,1,Abdul Salip Bin Ejal,20305,WARISAN,74,5456,40.358014646053704,lost
2018-05-09,SE-13,Sabah,N.56 Apas,Apas,2,Alizaman Bin Jijurahman,4359,PHRS,78,333,2.4631999408240257,lost_deposit
2018-05-09,SE-13,Sabah,N.56 Apas,Apas,3,Daud Bin Jalaluddin,18667,PAS,3,487,3.602337450994896,lost_deposit
2018-05-09,SE-13,Sabah,N.56 Apas,Apas,4,Nizam Bin Datuk Abu Bakar Titingan,20308,BN,25,7243,53.576447962127375,won
2018-05-09,SE-13,Sabah,N.57 Sri Tanjong,Sri Tanjong,1,Pang Thou Chung,20309,PHRS,78,873,4.597156398104266,lost_deposit
2018-05-09,SE-13,Sabah,N.57 Sri Tanjong,Sri Tanjong,2,Lo Su Fui,5146,BN,25,4290,22.59083728278041,lost
2018-05-09,SE-13,Sabah,N.57 Sri Tanjong,Sri Tanjong,3,Leong Yun Fui,20311,PKS,28,154,0.8109531332280148,lost_deposit
2018-05-09,SE-13,Sabah,N.57 Sri Tanjong,Sri Tanjong,4,Wong Sze Phin @ Jimmy,3894,DAP,18,13673,72.00105318588732,won
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,1,Hj Ahmad Dullah,18663,PAS,3,1209,8.147449289035649,lost_deposit
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,2,Lim Ting Khai,20314,BN,25,5557,37.44861513579082,lost
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,3,Sharatha Masyaroh Binti John Ridwan Lincon,20315,PHRS,78,125,0.8423748231012872,lost_deposit
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,4,Arbaani Bin Akum,20316,AMANAH,71,193,1.3006267268683873,lost_deposit
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,5,Sarifuddin Bin Hata,20317,WARISAN,74,7707,51.93746209313296,won
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,6,Azizul Bin Tandek,20318,PKS,28,20,0.13477997169620592,lost_deposit
2018-05-09,SE-13,Sabah,N.58 Merotai,Merotai,7,Mohd Nasir Bin Sumadi,20319,USNO,15,28,0.18869196037468833,lost_deposit
2018-05-09,SE-13,Sabah,N.59 Tanjong Batu,Tanjong Batu,1,Datuk Hajah Hamisa Binti Samat,20320,BN,25,8538,50.92145285382001,won
2018-05-09,SE-13,Sabah,N.59 Tanjong Batu,Tanjong Batu,2,Usman Madeaming,3936,PAS,3,1506,8.981928788692075,lost_deposit
2018-05-09,SE-13,Sabah,N.59 Tanjong Batu,Tanjong Batu,3,Ardi Bin Arsah @ Samsi,17257,PPRS,77,171,1.0198604401502953,lost_deposit
2018-05-09,SE-13,Sabah,N.59 Tanjong Batu,Tanjong Batu,4,Ismail Senang,20323,WARISAN,74,6552,39.07675791733763,lost
2018-05-09,SE-13,Sabah,N.60 Sebatik,Sebatik,1,Yusri Hj Yunus,20324,PPRS,77,38,0.7190160832544938,lost_deposit
2018-05-09,SE-13,Sabah,N.60 Sebatik,Sebatik,2,Ustaz Roslan Ramli,20325,PAS,3,504,9.536423841059603,lost_deposit
2018-05-09,SE-13,Sabah,N.60 Sebatik,Sebatik,3,Datuk Hj. Abd Muis Hj. Picho,20326,BN,25,2468,46.698202459791865,won
2018-05-09,SE-13,Sabah,N.60 Sebatik,Sebatik,4,Hassan A Gani Pg Amir,20327,WARISAN,74,2275,43.04635761589404,lost
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,1,Akram Bin Ismail,21717,BN,25,1070,27.69151138716356,lost
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,2,Mohammad Bin Mohamarin,20079,WARISAN,74,1773,45.88509316770186,won
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,3,Datu Amir Kahar Bin Datu Mustapha,2509,BEBAS,1,261,6.754658385093168,lost_deposit
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,4,Salbin Bin Muksin,14591,USNO,15,48,1.2422360248447204,lost_deposit
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,5,Miasin Bin Nusiri,21721,BEBAS,1,178,4.606625258799172,lost_deposit
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,6,Kamri Bin Kail,21722,PCS,75,523,13.535196687370602,lost
2020-09-26,SE-14,Sabah,N.01 Banggi,Banggi,7,Abdul Aziz Bin Amir Bangsah,21723,PPRS,77,11,0.2846790890269151,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,1,Jose Bin Modsinupu,11156,PCS,75,159,2.003780718336484,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,2,Dr. Samuil Mopun,21725,PBS,48,898,11.316950220541903,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,3,Pransol Tiying,20089,BEBAS,1,731,9.212350346565849,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,4,Mary E Dumpangol @ Aminah Ambrose,21727,BEBAS,1,399,5.0283553875236295,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,5,Akian Bin Ah Kiew,10082,BEBAS,1,576,7.2589792060491485,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,6,Sotijin Bin Juhui,21729,GAGASAN,86,91,1.146817895400126,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,7,Rita Cham,21730,PPRS,77,19,0.23944549464398235,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,8,Junsim Rumunzing,21731,UPKO,87,1201,15.135475740390675,lost
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,9,Maklin Masiau,20092,BEBAS,1,1149,14.48015122873346,lost
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,10,Omar Bin Jalun,21733,USNO,15,174,2.1928166351606806,lost_deposit
2020-09-26,SE-14,Sabah,N.02 Bengkoka,Bengkoka,11,Harun Bin Durabi,21734,BN,25,2538,31.984877126654066,won
2020-09-26,SE-14,Sabah,N.03 Pitas,Pitas,1,Ruddy Awah,21735,BEBAS,1,2918,40.13755158184319,won
2020-09-26,SE-14,Sabah,N.03 Pitas,Pitas,2,Sh Sahar Bin Sh Ading,21736,PCS,75,314,4.319119669876203,lost_deposit
2020-09-26,SE-14,Sabah,N.03 Pitas,Pitas,3,Sufian Bin Abd Karim,21737,BN,25,2359,32.448418156808806,lost
2020-09-26,SE-14,Sabah,N.03 Pitas,Pitas,4,Shariff Azman,21738,WARISAN,74,1565,21.526822558459422,lost
2020-09-26,SE-14,Sabah,N.03 Pitas,Pitas,5,Ilasam Bin Nurkasim,21739,USNO,15,114,1.5680880330123799,lost_deposit
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,Tanjong Kapor,1,Chin Kee Yong,21740,LDP,58,1492,10.32026008162136,lost_deposit
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,Tanjong Kapor,2,Chong Chen Bin,20083,WARISAN,74,7206,49.844366051047935,won
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,Tanjong Kapor,3,Shawn Davey Robert Lee,21742,PCS,75,221,1.5286712319291693,lost_deposit
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,Tanjong Kapor,4,Norlizah Binti Gurahman,21743,PN,12,5327,36.84720204745106,lost
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,Tanjong Kapor,5,Awang Karim Bin Abdul Kadir,17082,USNO,15,211,1.4595005879504737,lost_deposit
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,1,Dr. Paul Porodong,21745,BEBAS,1,1069,9.565139584824625,lost_deposit
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,2,Sarapin Bin Magana,17094,PCS,75,843,7.5429491768074435,lost_deposit
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,3,Ronald Bin Tampasok,21747,BEBAS,1,82,0.733715103793844,lost_deposit
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,4,Richard Kastum,21748,BN,25,2859,25.58160343593415,lost
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,5,Joseff Emmanuel,21749,BEBAS,1,51,0.456335003579098,lost_deposit
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,6,Julita Mojungki,20095,PBS,48,4369,39.09269863994274,won
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,7,Hibin Bin Masalin,21751,GAGASAN,86,223,1.995347172512527,lost_deposit
2020-09-26,SE-14,Sabah,N.05 Matunggong,Matunggong,8,Sazalye Donol Bin Abdullah,20094,PKR,11,1680,15.032211882605583,lost
2020-09-26,SE-14,Sabah,N.06 Bandau,Bandau,1,Majamis Bin Timbong,3880,WARISAN,74,2500,25.757263548320626,lost
2020-09-26,SE-14,Sabah,N.06 Bandau,Bandau,2,Webley Disim,21754,PCS,75,477,4.914485885019575,lost_deposit
2020-09-26,SE-14,Sabah,N.06 Bandau,Bandau,3,Delly Surag @ Tolok,21755,BEBAS,1,58,0.5975685143210385,lost_deposit
2020-09-26,SE-14,Sabah,N.06 Bandau,Bandau,4,Raphael Biun,21756,LDP,58,331,3.410261693797651,lost_deposit
2020-09-26,SE-14,Sabah,N.06 Bandau,Bandau,5,Datuk Wetrom Bahanda,5052,PN,12,5863,60.405934473521526,won
2020-09-26,SE-14,Sabah,N.06 Bandau,Bandau,6,Azahari Bin Amit,21758,USNO,15,477,4.914485885019575,lost_deposit
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,1,Hendrus Anding,21759,PBS,48,3796,36.86510634165291,won
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,2,Padis Majingkin,21760,UPKO,87,1986,19.287171020685637,lost
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,3,Yillson Yanggun,21761,BN,25,1520,14.76158104302224,lost
